MSE	MAE	RMSE	R2
0.5148317554473877	0.4428331069946289	0.7047032363891601	0.2987941114425659
0.5204249883651734	0.43922142686843874	0.7083416832923889	0.29128214225769045
0.5158716587066651	0.43939674744606017	0.7051123296737671	0.29764348821640013
0.5149885585784912	0.4324228219032288	0.7040851107597351	0.298930800819397
0.5168104409217834	0.4431140668392181	0.7060479150772094	0.2960635269165039
0.5153127809524536	0.4381981936454773	0.7046158421516419	0.2983226446151733
